sample_id,job_id,model_label,tier,condition,stratum,stratum_population,negative_stem,none_of_the_above,all_of_the_above,combination_options,fill_in_blank,true_false_stem,longest_option_key,option_length_outlier,absolute_terms,vague_terms,clang_cue,grammatical_cue,nonparallel_options,numeric_not_ordered,numeric_units_inconsistent,overlapping_options,options_not_alphabetical,n_flaws,n_options,key,stem_words,key_chars,mean_distractor_chars
315,ba370cea357b,GPT-5.6 Terra,base,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,55,42,40
316,94d5a2191341,Qwen 3.6 27B,base,guided,unflagged,9406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,B,88,36,36.2
317,40349009679d,Gemini 3.1 Pro,flagship,plain,flagged:combination_options,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,C,94,65,66
318,8845f9674c2b,Qwen 3.8 Max,flagship,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,82,30,31
319,aa15978b7a38,GPT-6 Astra,flagship,plain,flagged:longest_option_key,975,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,5,C,121,62,23.5
320,fc13a07b6fbf,GPT-5.6 Luna,base,plain,unflagged,9406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,83,33,36.5
321,7b9526c9b06a,DeepSeek V4 Pro,flagship,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,71,19,19.5
322,f238c7da6ca4,Gemini 3.1 Pro,flagship,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,95,23,13.5
323,4df99e9814e4,Gemini 3.1 Pro,flagship,plain,flagged:longest_option_key,975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,A,97,68,44.8
324,a053faf2b9bb,DeepSeek V4 Pro,flagship,guided,flagged:nonparallel_options,273,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5,B,58,71,26.2
325,ce99e473520a,GPT-6 Astra,flagship,plain,flagged:longest_option_key,975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,B,120,61,36
326,b0c63db0e011,GPT-6 Astra,flagship,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,71,40,42.2
327,09e6145737e4,Claude Fable 5.1,flagship,plain,unflagged,9406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,C,136,19,31
328,41bae9c0ca12,Qwen 3.8 Max,flagship,plain,flagged:combination_options,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,B,89,40,46.5
329,26ae6c9387b6,Qwen 3.6 27B,base,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,B,93,35,50.8
330,4f92d9c070e7,GPT-5.6 Luna,base,plain,flagged:absolute_terms,339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,A,84,25,37.8
331,ea711c64fb74,DeepSeek V4 Pro,flagship,guided,unflagged,9406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,C,82,13,11.5
332,22a92f8bc861,Gemini 3.8 Flash,base,plain,flagged:clang_cue,1004,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,5,B,87,23,43.5
333,ceacb2fac25e,GPT-5.6 Luna,base,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,91,10,9.2
334,ef3651df8148,GPT-6 Astra,flagship,plain,flagged:absolute_terms,339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,B,105,62,73
335,e2bdb68232dc,GPT-6 Astra,flagship,guided,flagged:grammatical_cue,368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,A,125,49,57
336,89e411441a9e,Qwen 3.8 Max,flagship,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,105,15,10
337,91b8a324d714,Claude Opus 5,flagship,guided,flagged:combination_options,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,A,130,49,45.5
338,d0bca2ea8e39,Claude Opus 5,flagship,plain,flagged:combination_options,133,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,4,5,A,131,118,71.5
339,c57ac0e97362,DeepSeek V4 Pro,flagship,guided,flagged:absolute_terms,339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,A,60,25,25.5
340,9b614cfa2a27,Claude Fable 5.1,flagship,plain,flagged:nonparallel_options,273,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,4,5,C,136,83,28.5
341,0999a14afe24,Mistral Small 2603,base,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,99,40,34.8
342,3bbffe2ec600,Claude Fable 5.1,flagship,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,B,107,14,10
343,82095cc7d760,DeepSeek V4 Flash,base,plain,flagged:grammatical_cue,368,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,5,A,55,35,21.2
344,e8aa846a4695,DeepSeek V4 Flash,base,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,89,16,16.8
345,dd772d7af099,DeepSeek V4 Flash,base,guided,flagged:clang_cue,1004,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,5,B,94,29,23.8
346,5122812b7d06,Qwen 3.6 27B,base,plain,flagged:absolute_terms,339,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,5,B,102,78,54.5
347,22d48ba3d19e,GPT-5.6 Luna,base,plain,flagged:absolute_terms,339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,A,59,52,58.2
348,8d68588f7256,Gemini 3.8 Flash,base,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,149,13,10.8
349,fa1dd052a9be,Claude Fable 5.1,flagship,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,165,22,17.8
350,0d89dfa3d319,GPT-5.6 Luna,base,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,68,50,52.2
351,067eef45fd37,Llama 4 Maverick,base,guided,flagged:overlapping_options,165,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,5,A,75,12,10.8
352,b0f77ece36f1,Mistral Small 2603,base,plain,flagged:longest_option_key,975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,A,69,80,55.8
353,9607cde77c60,Llama 4 Maverick,base,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,B,50,22,23.2
354,75b10d9f7063,Claude Fable 5.1,flagship,plain,unflagged,9406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,128,21,32
355,74b286c9d0a5,Claude Sonnet 5,base,plain,flagged:combination_options,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,B,72,101,83.8
356,df7140ae9484,GPT-5.6 Luna,base,plain,flagged:absolute_terms,339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,A,43,82,71.8
357,6103d6e01ba7,Llama 4 Maverick,base,plain,unflagged,9406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,38,19,32.2
358,43e66e6d0fc5,Grok 4.6,flagship,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,73,21,13.5
359,0ebd7c170270,DeepSeek V4 Pro,flagship,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,84,31,34.8
360,b1f1a0f49d14,DeepSeek V4 Flash,base,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,49,22,26.8
361,3847a3ca9213,DeepSeek V4 Pro,flagship,plain,unflagged,9406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,78,22,17
362,536a1fe63f38,Claude Sonnet 5,base,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,107,25,20.5
363,3c85348286ea,Qwen 3.8 Max,flagship,plain,flagged:nonparallel_options,273,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,3,5,A,107,52,20.5
364,4f35e2781539,DeepSeek V4 Pro,flagship,guided,flagged:combination_options,133,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,A,74,29,32.2
365,1955a5a6d9e9,Mistral Small 2603,base,guided,flagged:nonparallel_options,273,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,A,45,40,49.8
366,cb64775c6bd9,Claude Sonnet 5,base,guided,flagged:longest_option_key,975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,E,88,68,39
367,19edbb12f37f,Qwen 3.8 Max,flagship,plain,flagged:clang_cue,1004,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,5,A,56,91,74.8
368,cee022740141,Claude Opus 5,flagship,plain,flagged:combination_options,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,B,94,42,43.2
369,576c1c073354,GPT-5.6 Terra,base,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,B,53,43,26.5
370,129c0baeafe4,GPT-5.6 Luna,base,guided,flagged:grammatical_cue,368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,A,46,19,19
371,6dc11447f6aa,GPT-5.6 Luna,base,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,78,20,39.2
372,6758e3ac9d40,Claude Opus 5,flagship,plain,flagged:clang_cue,1004,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,5,A,166,73,49.5
373,1febdb260107,GPT-5.6 Luna,base,guided,flagged:grammatical_cue,368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,C,69,44,26.5
374,03ad197a84d1,GPT-5.6 Terra,base,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,56,34,44
375,4c58f014bcc0,Gemini 3.1 Pro,flagship,guided,flagged:overlapping_options,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,C,124,28,25.5
376,bcb23ee988e3,Claude Opus 5,flagship,plain,unflagged,9406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,B,166,62,48.8
377,cc0486920821,DeepSeek V4 Pro,flagship,plain,flagged:combination_options,133,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,4,5,A,100,139,68.5
378,3227ab3a9dbb,Gemini 3.1 Pro,flagship,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,117,34,46.2
379,009b8babe7b4,Claude Sonnet 5,base,guided,flagged:clang_cue,1004,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,5,C,91,50,23.5
380,0ccf4ab21f0c,Mistral Small 2603,base,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,43,49,62.8
381,821c14be8359,Claude Opus 5,flagship,plain,flagged:longest_option_key,975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,A,114,86,50.5
382,d37dc601fe65,Claude Fable 5.1,flagship,plain,flagged:absolute_terms,339,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,5,A,151,46,56
383,a861f482e8e5,DeepSeek V4 Flash,base,plain,flagged:absolute_terms,339,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,5,A,65,130,90.8
384,5061f6250dde,Grok 4.6,flagship,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,70,22,22
385,53d9ef16c19d,DeepSeek V4 Pro,flagship,plain,flagged:grammatical_cue,368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,A,85,11,18.5
386,d1d12dc2c0d3,GPT-5.6 Terra,base,plain,flagged:absolute_terms,339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,A,69,41,36.5
387,ea374791ef7b,Claude Sonnet 5,base,plain,flagged:absolute_terms,339,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,5,A,73,65,55.8
388,57d29f646252,Gemini 3.8 Flash,base,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,97,48,38.8
389,bff5efa3d9fa,Grok 4.6,flagship,plain,flagged:nonparallel_options,273,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,5,A,74,32,30.5
390,269ecea6dfdd,Llama 4 Maverick,base,plain,flagged:grammatical_cue,368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,C,40,41,26.2
391,25359e6c1dc7,Qwen 3.6 27B,base,guided,flagged:clang_cue,1004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,D,99,34,38.2
392,b587cf636675,GPT-6 Astra,flagship,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,104,51,51.2
393,ca57c3bd27cf,DeepSeek V4 Pro,flagship,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,D,58,36,37
394,6944ada6b579,Claude Fable 5.1,flagship,plain,flagged:grammatical_cue,368,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,5,A,123,59,47.5
395,d62691bacf32,GPT-6 Astra,flagship,guided,unflagged,9406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,D,96,14,19
396,d07d6f9d34ff,GPT-5.6 Luna,base,guided,flagged:absolute_terms,339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,A,65,80,75.8
397,71cb8076388e,Gemini 3.8 Flash,base,plain,flagged:combination_options,133,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,A,108,67,45
398,7d083f55a05b,Gemini 3.8 Flash,base,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,126,36,38.5
399,3e2773907813,Grok 4.6,flagship,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,79,32,51.8
400,4f0ce0ed0c8a,Claude Opus 5,flagship,guided,flagged:absolute_terms,339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,A,100,52,54.5
401,ea88a457ca0b,Mistral Small 2603,base,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,60,35,31
402,21c527cc86c8,Mistral Small 2603,base,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,71,73,72.2
403,206a44db74de,Claude Fable 5.1,flagship,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,134,18,17.8
404,47469ef2fd89,Qwen 3.6 27B,base,plain,flagged:absolute_terms,339,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,5,A,83,96,60.2
405,3015a6315a2c,Claude Fable 5.1,flagship,plain,flagged:combination_options,133,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,5,C,101,42,48.5
406,f36653f52f1b,Qwen 3.6 27B,base,guided,flagged:clang_cue,1004,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,5,C,122,25,23.2
407,d0634732da5e,Grok 4.6,flagship,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,38,9,11
408,a09162b22554,DeepSeek V4 Pro,flagship,guided,flagged:longest_option_key,975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,A,77,44,23.2
409,0dacfe02cce4,Qwen 3.6 27B,base,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,B,162,11,13.2
410,db8e2fa1a661,Gemini 3.8 Flash,base,guided,flagged:combination_options,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,A,100,67,64
411,10b910d145ea,Grok 4.6,flagship,guided,flagged:overlapping_options,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,C,60,8,8.2
412,fad4fc4f27e4,GPT-5.6 Terra,base,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,75,76,62.5
413,b4eb0d2139e8,Qwen 3.6 27B,base,plain,flagged:absolute_terms,339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,B,111,35,42.5
414,f200c23fbe11,Grok 4.6,flagship,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,45,32,30.8
415,cd438df1be1c,Claude Opus 5,flagship,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,165,54,49
416,61081bd57362,Qwen 3.6 27B,base,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,82,47,44
417,01bd3c84e129,DeepSeek V4 Pro,flagship,plain,flagged:combination_options,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,A,54,40,47.5
418,73881583e59e,Llama 4 Maverick,base,plain,flagged:nonparallel_options,273,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,5,A,45,28,41.5
419,ce01138dcf1b,Claude Sonnet 5,base,plain,flagged:longest_option_key,975,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,3,5,B,65,48,22
420,16483fdba11a,Claude Opus 5,flagship,guided,flagged:nonparallel_options,273,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,4,5,A,128,52,20
421,e63681f71d5a,Claude Opus 5,flagship,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,124,98,84
422,dd45be6d6ccb,DeepSeek V4 Pro,flagship,plain,unflagged,9406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,65,14,12
423,bf069ee98c39,Mistral Small 2603,base,plain,flagged:nonparallel_options,273,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,5,B,67,33,41.8
424,4601c0d20749,GPT-6 Astra,flagship,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,107,10,10.8
425,0c6104ae87ff,Claude Opus 5,flagship,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,86,13,12.5
426,7862719f0480,Qwen 3.6 27B,base,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,161,56,47.2
427,7955fc410b3d,GPT-5.6 Terra,base,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,86,67,53
428,65a4adb5144a,DeepSeek V4 Flash,base,plain,flagged:clang_cue,1004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,A,47,80,64.5
429,14d0c5164fa7,Grok 4.6,flagship,plain,flagged:grammatical_cue,368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,B,90,68,43.2
430,117002735399,DeepSeek V4 Flash,base,guided,flagged:combination_options,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,A,53,58,58.5
431,59ee11ba6dbc,DeepSeek V4 Flash,base,guided,flagged:clang_cue,1004,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,5,E,72,30,41.5
432,12f2f98ef13d,GPT-5.6 Terra,base,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,57,22,24.2
433,77bba1e74e05,Claude Opus 5,flagship,guided,flagged:clang_cue,1004,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,5,D,148,22,44.8
434,0786325c6db9,Mistral Small 2603,base,guided,flagged:grammatical_cue,368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,C,46,19,19.8
435,8bd3b752cbd4,Claude Fable 5.1,flagship,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,B,90,55,58.5
436,9fd7b5171ef4,DeepSeek V4 Flash,base,guided,flagged:clang_cue,1004,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,5,C,72,32,27.2
437,84e50767eec9,GPT-5.6 Luna,base,guided,flagged:nonparallel_options,273,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,A,90,19,28.2
438,2bf4eaa06d8e,Gemini 3.8 Flash,base,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,62,11,7.8
439,27cb645a35bb,Claude Opus 5,flagship,plain,flagged:nonparallel_options,273,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,5,A,121,24,30.5
440,a95c34e63212,Claude Sonnet 5,base,plain,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,93,41,32.5
441,3fd9e35191fb,Llama 4 Maverick,base,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,35,15,10.2
442,90bcd6cd5a4c,DeepSeek V4 Pro,flagship,plain,flagged:clang_cue,1004,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,5,A,92,19,19.8
443,13bbb5d50358,GPT-5.6 Luna,base,plain,flagged:overlapping_options,165,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,5,A,94,18,41
444,b254bc3ee1e0,Claude Sonnet 5,base,plain,flagged:nonparallel_options,273,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,3,5,B,86,74,33.2
445,50af04498a8e,Claude Sonnet 5,base,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,80,29,31.8
446,8a5f04230af9,Mistral Small 2603,base,plain,flagged:clang_cue,1004,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,3,5,A,67,62,20.2
447,85eafe1f472b,Qwen 3.8 Max,flagship,guided,unflagged,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,63,41,39.8
448,6302b289ff01,GPT-6 Astra,flagship,plain,flagged:overlapping_options,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,D,104,13,11.5
449,9b1ddb724d45,GPT-6 Astra,flagship,guided,flagged:overlapping_options,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,B,101,26,25.8
450,28652c813606,Llama 4 Maverick,base,guided,flagged:overlapping_options,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,A,36,19,28.8
