sample_id,job_id,model_label,tier,condition,stratum,stratum_population,negative_stem,none_of_the_above,all_of_the_above,combination_options,fill_in_blank,true_false_stem,longest_option_key,option_length_outlier,absolute_terms,vague_terms,clang_cue,grammatical_cue,nonparallel_options,numeric_not_ordered,numeric_units_inconsistent,overlapping_options,options_not_alphabetical,n_flaws,n_options,key,stem_words,key_chars,mean_distractor_chars,detector_version
303,e5dcabb05121,Gemini 3.1 Pro,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,83,29,30.8,1.1
304,d6a7d6bab839,Gemini 3.1 Pro,flagship,plain,flagged:overlapping_options,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,C,98,37,49.8,1.1
305,40f7da9db1e7,DeepSeek V4 Flash,base,plain,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,99,74,51.2,1.1
306,de1d3f34cbb9,Gemini 3.1 Pro,flagship,plain,flagged:longest_option_key,975,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,5,A,108,34,18,1.1
307,54b19675fa13,Claude Sonnet 5,base,guided,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,E,98,9,12.5,1.1
308,08a32fd6188b,Qwen 3.8 Max,flagship,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,A,57,37,66,1.1
309,b85602aeda47,Mistral Small 2603,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,91,23,16.8,1.1
310,463645bb99b0,Qwen 3.8 Max,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,C,110,80,52.5,1.1
311,91b67438eb2f,Gemini 3.1 Pro,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,108,50,51.2,1.1
312,36fb67e4964e,Gemini 3.8 Flash,base,guided,flagged:vague_terms,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,E,101,44,49,1.1
313,554efeb185b4,DeepSeek V4 Pro,flagship,guided,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,A,57,28,31.5,1.1
314,5a3af4bbd133,Mistral Small 2603,base,guided,flagged:numeric_not_ordered,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,5,B,49,11,11.5,1.1
315,0eb4b1270ad9,Grok 4.6,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,37,14,18.5,1.1
316,d15e7765a5b9,Qwen 3.6 27B,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,B,85,35,28,1.1
317,aa299d24d7c2,DeepSeek V4 Flash,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,B,88,17,22.2,1.1
318,f85d75766e83,Gemini 3.1 Pro,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,83,38,36,1.1
319,010f24929719,Grok 4.6,flagship,plain,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,C,62,58,42.5,1.1
320,ae2e4f091e5c,Claude Fable 5.1,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,D,119,43,37,1.1
321,fb5e79460f8f,Claude Fable 5.1,flagship,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,D,73,55,45,1.1
322,fa0414c7cf8a,Qwen 3.8 Max,flagship,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,A,133,28,37.2,1.1
323,a080c72d2588,DeepSeek V4 Pro,flagship,plain,flagged:nonparallel_options,170,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,5,A,62,12,38.5,1.1
324,1eabf5735381,Qwen 3.6 27B,base,plain,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,A,105,80,53.5,1.1
325,be8ca2698ae8,Grok 4.6,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,B,90,45,34.2,1.1
326,ac9b9e50f3af,DeepSeek V4 Pro,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,A,66,29,22,1.1
327,111b6f88f208,Llama 4 Maverick,base,plain,flagged:numeric_not_ordered,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,A,48,1,1.2,1.1
328,ddeac0356b28,DeepSeek V4 Pro,flagship,plain,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,C,94,77,60.2,1.1
329,02dc53245b43,Claude Fable 5.1,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,111,42,52,1.1
330,aa24845f519b,Claude Opus 5,flagship,guided,flagged:longest_option_key,975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,A,103,73,48.2,1.1
331,58a6028d7e73,Qwen 3.6 27B,base,plain,flagged:nonparallel_options,170,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,D,98,29,35,1.1
332,43d4ee7a6b3c,Llama 4 Maverick,base,guided,flagged:longest_option_key,975,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,5,A,72,48,21.5,1.1
333,e840dd672d41,Gemini 3.1 Pro,flagship,guided,flagged:longest_option_key,975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,C,103,51,33.2,1.1
334,83159519e303,Llama 4 Maverick,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,51,32,33,1.1
335,2223a0d91b85,DeepSeek V4 Flash,base,plain,flagged:longest_option_key,975,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,3,5,A,62,64,18.5,1.1
336,009b8babe7b4,Claude Sonnet 5,base,guided,flagged:nonparallel_options,170,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,C,91,50,23.5,1.1
337,6b40889aca6a,Qwen 3.8 Max,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,75,12,10,1.1
338,35cc697ffcd6,DeepSeek V4 Pro,flagship,plain,flagged:longest_option_key,975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,A,78,59,36,1.1
339,06a241323dad,GPT-5.6 Terra,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,B,57,10,11,1.1
340,6e648215fb0a,Gemini 3.8 Flash,base,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,5,A,99,64,64.2,1.1
341,4581edd8aed4,Gemini 3.1 Pro,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,84,19,13,1.1
342,2f182bf3367b,DeepSeek V4 Pro,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,124,45,29.2,1.1
343,69c077965b14,GPT-6 Astra,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,D,118,12,10.8,1.1
344,3d773eb58a80,Qwen 3.6 27B,base,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,5,A,71,21,35.2,1.1
345,3e6d80b2fd7a,Claude Opus 5,flagship,guided,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,C,109,19,22,1.1
346,7fdfb24bf1a3,GPT-5.6 Terra,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,75,18,44.5,1.1
347,813c5dbb6ae2,Claude Opus 5,flagship,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,A,131,25,37.8,1.1
348,94b80c60bb47,DeepSeek V4 Pro,flagship,guided,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,B,88,27,24.5,1.1
349,c1f899db6f03,Llama 4 Maverick,base,guided,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,60,24,16.2,1.1
350,56780aaa78c3,GPT-6 Astra,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,C,116,10,13,1.1
351,d1429a7adcf9,Claude Fable 5.1,flagship,plain,flagged:nonparallel_options,170,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,5,B,130,16,28.5,1.1
352,41ddff8bbfab,Mistral Small 2603,base,plain,flagged:longest_option_key,975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,A,61,115,76,1.1
353,d5109b49661a,Claude Sonnet 5,base,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,B,86,57,51,1.1
354,08b19bfb56fc,Claude Opus 5,flagship,plain,flagged:overlapping_options,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,B,102,58,55.2,1.1
355,11655c6fa863,Claude Opus 5,flagship,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,A,159,43,39.5,1.1
356,e493ac0a11e6,Claude Fable 5.1,flagship,guided,flagged:overlapping_options,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,5,A,103,19,20.8,1.1
357,4d73c5a77ba1,Grok 4.6,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,86,11,9.8,1.1
358,2ec54f028c48,GPT-6 Astra,flagship,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,C,117,46,51.2,1.1
359,bb9e7bf9c225,Grok 4.6,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,B,46,29,39.8,1.1
360,aef2c09cd8b4,Claude Sonnet 5,base,guided,flagged:nonparallel_options,170,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,A,77,30,28.5,1.1
361,2365c2879285,Qwen 3.6 27B,base,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,A,88,56,48.5,1.1
362,01023097d9f5,Mistral Small 2603,base,guided,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,A,68,39,28.2,1.1
363,41d1951c22fe,DeepSeek V4 Pro,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,52,14,27,1.1
364,13bbb5d50358,GPT-5.6 Luna,base,plain,flagged:overlapping_options,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,5,A,94,18,41,1.1
365,71cb8076388e,Gemini 3.8 Flash,base,plain,flagged:longest_option_key,975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,A,108,67,45,1.1
366,10b6c3b7c115,GPT-5.6 Terra,base,plain,flagged:clang_cue,686,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,5,C,122,32,67.8,1.1
367,0183099f82cc,Llama 4 Maverick,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,35,53,53.2,1.1
368,a456d14ec797,Claude Sonnet 5,base,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,5,A,94,18,36.5,1.1
369,acd221f6db51,GPT-5.6 Terra,base,plain,flagged:overlapping_options,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,A,82,32,58.2,1.1
370,1799705db3a4,Claude Fable 5.1,flagship,plain,flagged:nonparallel_options,170,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,5,A,129,60,47.2,1.1
371,638f5d5b316e,Claude Fable 5.1,flagship,guided,flagged:longest_option_key,975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,E,115,52,31.5,1.1
372,aa1b980b6578,Mistral Small 2603,base,guided,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,A,78,24,29.8,1.1
373,fedc99f70159,DeepSeek V4 Flash,base,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,C,80,34,37,1.1
374,2700c2d6d19a,Claude Opus 5,flagship,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,A,117,28,33.5,1.1
375,84d6c11364b1,Qwen 3.6 27B,base,plain,flagged:overlapping_options,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,B,99,24,27,1.1
376,a67aecca7392,GPT-5.6 Luna,base,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,A,73,82,64.5,1.1
377,e662cef62f2f,Gemini 3.1 Pro,flagship,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,D,110,22,33.2,1.1
378,a918f506d3a8,Llama 4 Maverick,base,guided,flagged:nonparallel_options,170,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,A,49,56,34.2,1.1
379,69c199da64b1,Gemini 3.1 Pro,flagship,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,E,122,24,30,1.1
380,e61dfb4f5440,Qwen 3.8 Max,flagship,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,5,A,90,37,91,1.1
381,e251f37de904,Gemini 3.8 Flash,base,plain,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,A,128,31,20,1.1
382,1d441a2c0579,Claude Opus 5,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,97,17,19.5,1.1
383,354c8efd4ec2,Claude Fable 5.1,flagship,guided,flagged:overlapping_options,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,5,B,89,23,10.5,1.1
384,3b11cc9602db,Qwen 3.8 Max,flagship,plain,flagged:nonparallel_options,170,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,A,94,34,48.8,1.1
385,609e9efd42e3,GPT-6 Astra,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,B,84,16,15,1.1
386,ffa92e504eb5,Llama 4 Maverick,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,52,12,12,1.1
387,89badb57a42a,Llama 4 Maverick,base,plain,flagged:longest_option_key,975,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,5,A,85,94,41.8,1.1
388,f6f52cc464b0,Gemini 3.8 Flash,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,E,70,65,55,1.1
389,b2bb7badc04d,DeepSeek V4 Flash,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,57,48,53.2,1.1
390,5941018d17e2,GPT-6 Astra,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,E,70,51,55.2,1.1
391,c57b05243e51,Claude Fable 5.1,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,106,64,57.2,1.1
392,56f320bf9ab8,Grok 4.6,flagship,plain,flagged:longest_option_key,975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,A,68,46,26,1.1
393,74ef12395d07,DeepSeek V4 Flash,base,plain,flagged:numeric_not_ordered,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,B,30,4,4.5,1.1
394,a420924b78d6,Claude Sonnet 5,base,plain,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,B,73,25,24.2,1.1
395,a1bcf2e26658,Gemini 3.8 Flash,base,guided,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,A,77,17,14,1.1
396,1466631ea520,Claude Opus 5,flagship,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,A,123,52,34,1.1
397,ce61ad7d14ef,Claude Sonnet 5,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,E,76,52,36.8,1.1
398,fc369bea2be8,Claude Opus 5,flagship,plain,flagged:nonparallel_options,170,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,5,C,144,28,39.2,1.1
399,172abf9d9efa,Mistral Small 2603,base,plain,flagged:numeric_not_ordered,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,A,67,9,8.5,1.1
400,1b10e1fe6237,DeepSeek V4 Pro,flagship,plain,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,A,78,11,10.8,1.1
401,8aeaca879918,GPT-5.6 Luna,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,86,40,48.2,1.1
402,01aa2cf65343,Qwen 3.6 27B,base,guided,flagged:overlapping_options,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,5,C,65,9,18.2,1.1
403,ce08637eadd6,Claude Opus 5,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,E,143,13,10,1.1
404,3b0fbe0ed0d8,Mistral Small 2603,base,guided,flagged:nonparallel_options,170,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,A,86,22,36.5,1.1
405,62fc2603a11a,GPT-6 Astra,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,B,82,66,70.2,1.1
406,df7c57876e35,GPT-5.6 Terra,base,plain,flagged:clang_cue,686,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,5,B,65,49,52.8,1.1
407,4a23ded64924,Qwen 3.8 Max,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,E,110,44,30.5,1.1
408,e4d5115e2c34,Qwen 3.6 27B,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,B,90,57,49.2,1.1
409,4096dc325cc0,DeepSeek V4 Flash,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,58,14,14.8,1.1
410,891bb1bfc555,GPT-5.6 Luna,base,plain,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,A,78,44,26.2,1.1
411,b035d92befa1,Qwen 3.8 Max,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,86,18,33.2,1.1
412,709daa05ac4d,Gemini 3.1 Pro,flagship,plain,flagged:longest_option_key,975,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,5,A,125,39,20.8,1.1
413,cfceef0fe8cc,Qwen 3.6 27B,base,guided,flagged:overlapping_options,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,B,116,9,12.5,1.1
414,081b2af9b4e1,DeepSeek V4 Flash,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,C,75,10,11,1.1
415,8d68588f7256,Gemini 3.8 Flash,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,149,13,10.8,1.1
416,b1fce7d92a05,Gemini 3.1 Pro,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,124,22,20.5,1.1
417,859b361188ad,GPT-5.6 Terra,base,guided,flagged:clang_cue,686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,D,62,25,25,1.1
418,ad8934e2f0e0,Grok 4.6,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,59,10,10.8,1.1
419,9a11589a8e54,Claude Opus 5,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,B,154,90,74.5,1.1
420,ff2122720e98,GPT-6 Astra,flagship,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,C,102,56,71.8,1.1
421,b316fc8cbbc1,DeepSeek V4 Pro,flagship,guided,flagged:longest_option_key,975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,D,75,70,49.5,1.1
422,96d1cfe07cb1,Qwen 3.6 27B,base,plain,flagged:numeric_not_ordered,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,A,99,3,3,1.1
423,6d4ebe5b8871,Claude Sonnet 5,base,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,3,5,B,84,30,49.8,1.1
424,d95b55fd29f2,Grok 4.6,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,D,71,15,19.5,1.1
425,d353e9d31c64,GPT-5.6 Luna,base,guided,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,A,69,37,44.2,1.1
426,5d421a48d36e,Mistral Small 2603,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,79,23,21.8,1.1
427,2b33ad61e3a2,GPT-6 Astra,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,101,15,19.2,1.1
428,94346c9da8d5,Qwen 3.8 Max,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,E,100,25,24.2,1.1
429,8a1929171aa0,GPT-5.6 Luna,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,A,53,63,70.8,1.1
430,1338fe665d07,Qwen 3.8 Max,flagship,plain,flagged:overlapping_options,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,A,99,33,43,1.1
431,78ca57d3fefd,Claude Sonnet 5,base,guided,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,E,107,24,20.5,1.1
432,c94c5f3bf35a,GPT-6 Astra,flagship,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,C,89,81,83,1.1
433,2cb323b053c7,DeepSeek V4 Pro,flagship,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,83,21,29.5,1.1
434,d20ed38dfc8f,Qwen 3.6 27B,base,plain,flagged:overlapping_options,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,A,70,37,49.5,1.1
435,8cb42e6a88d3,Qwen 3.8 Max,flagship,guided,unflagged,9785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,A,94,45,35,1.1
436,09a23eb5acd4,Qwen 3.6 27B,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,72,17,26.2,1.1
437,babb8cffd4e6,Gemini 3.8 Flash,base,guided,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,C,101,7,12.2,1.1
438,9d64258578ed,Claude Fable 5.1,flagship,plain,flagged:absolute_terms,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,A,102,127,97,1.1
439,53957c8e14f0,Llama 4 Maverick,base,plain,unflagged,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,A,37,14,13,1.1
